,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
41,-1,2000,BANANAS,4945,26,,,,,4951,2,4952.0,24.0,,,4948.0
42,-1,2100,PEARLS,9996,2,9995.0,25.0,,,10002,3,10004.0,2.0,10005.0,25.0,9999.0
43,-1,2100,BANANAS,4945,27,,,,,4950,3,4952.0,27.0,,,4947.5
44,-1,2200,BANANAS,4946,8,4945.0,25.0,,,4952,25,,,,,4949.0
45,-1,2200,PEARLS,9998,8,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0
46,-1,2300,PEARLS,9998,7,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10001.0
47,-1,2300,BANANAS,4946,9,4945.0,30.0,,,4952,32,,,,,4949.0
48,-1,2400,PEARLS,9995,29,,,,,10005,29,,,,,10000.0
49,-1,2400,BANANAS,4950,3,4947.0,29.0,,,4954,29,,,,,4952.0
50,-1,2500,BANANAS,4947,1,4946.0,22.0,,,4949,2,4953.0,23.0,,,4948.0
51,-1,2500,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
52,-1,2600,BANANAS,4946,23,,,,,4953,23,,,,,4949.5
53,-1,2600,PEARLS,9995,23,,,,,10005,23,,,,,10000.0
54,-1,2700,BANANAS,4947,6,4946.0,26.0,,,4953,26,,,,,4950.0
55,-1,2700,PEARLS,9998,6,9995.0,26.0,,,10005,26,,,,,10001.5
56,-1,2800,PEARLS,9995,25,,,,,10005,25,,,,,10000.0
57,-1,2800,BANANAS,4946,25,,,,,4953,25,,,,,4949.5
58,-1,2900,BANANAS,4946,26,,,,,4953,26,,,,,4949.5
59,-1,2900,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
60,-1,3000,BANANAS,4947,1,4946.0,26.0,,,4953,26,,,,,4950.0
61,-1,3000,PEARLS,9998,1,9995.0,26.0,,,10005,26,,,,,10001.5
62,-1,3100,BANANAS,4947,26,,,,,4953,2,4954.0,24.0,,,4950.0
63,-1,3100,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
64,-1,3200,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
65,-1,3200,BANANAS,4947,1,4946.0,22.0,,,4953,23,,,,,4950.0
66,-1,3300,BANANAS,4946,32,,,,,4953,32,,,,,4949.5
67,-1,3300,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
68,-1,3400,BANANAS,4946,26,,,,,4953,26,,,,,4949.5
69,-1,3400,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
70,-1,3500,BANANAS,4946,26,,,,,4953,26,,,,,4949.5
71,-1,3500,PEARLS,9995,26,,,,,10005,26,,,,,10000.0
72,-1,3600,PEARLS,9995,21,,,,,9998,4,10005.0,21.0,,,9996.5
73,-1,3600,BANANAS,4947,21,,,,,4954,21,,,,,4950.5
74,-1,3700,BANANAS,4947,24,,,,,4953,1,4954.0,23.0,,,4950.0
75,-1,3700,PEARLS,10002,1,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10003.0
76,-1,3800,BANANAS,4947,25,,,,,4952,10,4953.0,2.0,4954.0,23.0,4949.5
77,-1,3800,PEARLS,9996,2,9995.0,23.0,,,10002,10,10004.0,2.0,10005.0,23.0,9999.0
78,-1,3900,BANANAS,4948,1,4947.0,26.0,,,4953,1,4954.0,25.0,,,4950.5
79,-1,3900,PEARLS,9998,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0
80,-1,4000,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
81,-1,4000,BANANAS,4947,32,,,,,4953,2,4954.0,30.0,,,4950.0
82,-1,4100,BANANAS,4946,29,,,,,4953,29,,,,,4949.5
83,-1,4100,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
84,-1,4200,BANANAS,4946,26,,,,,4951,4,4953.0,26.0,,,4948.5
85,-1,4200,PEARLS,9996,2,9995.0,24.0,,,10002,4,10004.0,2.0,10005.0,24.0,9999.0
86,-1,4300,BANANAS,4951,1,4946.0,22.0,,,4953,22,,,,,4952.0
87,-1,4300,PEARLS,9995,22,,,,,9998,1,10000.0,6.0,10005.0,22.0,9996.5
88,-1,4400,PEARLS,9995,30,,,,,10005,30,,,,,10000.0
89,-1,4400,BANANAS,4946,30,,,,,4953,30,,,,,4949.5
90,-1,4500,BANANAS,4946,28,,,,,4951,10,4953.0,29.0,,,4948.5
91,-1,4500,PEARLS,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0
92,-1,4600,BANANAS,4946,30,,,,,4951,10,4953.0,30.0,,,4948.5
93,-1,4600,PEARLS,9996,1,9995.0,29.0,,,10002,10,10004.0,1.0,10005.0,29.0,9999.0
94,-1,4700,BANANAS,4946,32,,,,,4952,2,4953.0,30.0,,,4949.0
95,-1,4700,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
96,-1,4800,PEARLS,9998,6,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
97,-1,4800,BANANAS,4947,6,4946.0,24.0,,,4952,2,4953.0,22.0,,,4949.5
98,-1,4900,BANANAS,4946,22,,,,,4950,7,4952.0,22.0,,,4948.0
99,-1,4900,PEARLS,9995,22,,,,,10002,7,10005.0,22.0,,,9998.5
100,-1,5000,BANANAS,4947,5,4946.0,28.0,,,4953,30,,,,,4950.0
101,-1,5000,PEARLS,9998,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0
102,-1,5100,BANANAS,4947,1,4946.0,30.0,,,4953,31,,,,,4950.0
103,-1,5100,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
104,-1,5200,PEARLS,9998,9,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0
105,-1,5200,BANANAS,4947,10,4946.0,26.0,,,4953,27,,,,,4950.0
106,-1,5300,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
107,-1,5300,BANANAS,4952,1,4947.0,21.0,,,4953,1,4954.0,20.0,,,4952.5
108,-1,5400,BANANAS,4947,21,,,,,4954,21,,,,,4950.5
109,-1,5400,PEARLS,9995,21,,,,,10005,21,,,,,10000.0
110,-1,5500,BANANAS,4947,27,,,,,4954,27,,,,,4950.5
111,-1,5500,PEARLS,9995,27,,,,,10005,27,,,,,10000.0
112,-1,5600,BANANAS,4946,28,,,,,4953,28,,,,,4949.5
113,-1,5600,PEARLS,9995,28,,,,,10005,28,,,,,10000.0
114,-1,5700,PEARLS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5
115,-1,5700,BANANAS,4948,1,4947.0,27.0,,,4954,27,,,,,4951.0
116,-1,5800,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
117,-1,5800,BANANAS,4947,31,,,,,4954,31,,,,,4950.5
118,-1,5900,BANANAS,4947,30,,,,,4954,30,,,,,4950.5
119,-1,5900,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
120,-1,6000,PEARLS,9995,30,,,,,10005,30,,,,,10000.0
121,-1,6000,BANANAS,4947,30,,,,,4954,30,,,,,4950.5
122,-1,6100,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
123,-1,6100,BANANAS,4947,25,,,,,4948,1,4954.0,25.0,,,4947.5
124,-1,6200,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
125,-1,6200,BANANAS,4947,22,,,,,4954,22,,,,,4950.5
126,-1,6300,BANANAS,4947,25,,,,,4954,25,,,,,4950.5
127,-1,6300,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
128,-1,6400,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
129,-1,6400,BANANAS,4948,1,4947.0,24.0,,,4954,25,,,,,4951.0
130,-1,6500,PEARLS,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0
131,-1,6500,BANANAS,4948,1,4947.0,26.0,,,4954,27,,,,,4951.0
132,-1,6600,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
133,-1,6600,BANANAS,4948,26,,,,,4955,26,,,,,4951.5
134,-1,6700,BANANAS,4948,20,,,,,4953,6,4955.0,20.0,,,4950.5
135,-1,6700,PEARLS,9995,20,,,,,10002,3,10005.0,20.0,,,9998.5
136,-1,6800,BANANAS,4947,32,,,,,4954,32,,,,,4950.5
137,-1,6800,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
138,-1,6900,PEARLS,9996,1,9995.0,26.0,,,10002,5,10004.0,1.0,10005.0,26.0,9999.0
139,-1,6900,BANANAS,4950,4,4947.0,27.0,,,4952,5,4954.0,27.0,,,4951.0
140,-1,7000,PEARLS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5
141,-1,7000,BANANAS,4948,2,4947.0,27.0,,,4954,27,,,,,4951.0
142,-1,7100,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
143,-1,7100,BANANAS,4947,30,,,,,4954,30,,,,,4950.5
144,-1,7200,BANANAS,4948,5,4947.0,28.0,,,4954,28,,,,,4951.0
145,-1,7200,PEARLS,9998,5,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0
146,-1,7300,PEARLS,10002,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10003.0
147,-1,7300,BANANAS,4947,31,,,,,4954,31,,,,,4950.5
148,-1,7400,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
149,-1,7400,BANANAS,4947,22,,,,,4953,1,4954.0,22.0,,,4950.0
150,-1,7500,PEARLS,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5
151,-1,7500,BANANAS,4947,25,,,,,4952,10,4953.0,25.0,,,4949.5
152,-1,7600,BANANAS,4946,22,,,,,4953,22,,,,,4949.5
153,-1,7600,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
154,-1,7700,PEARLS,9995,22,,,,,10005,22,,,,,10000.0
155,-1,7700,BANANAS,4945,22,,,,,4946,1,4952.0,22.0,,,4945.5
156,-1,7800,PEARLS,9998,3,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0
157,-1,7800,BANANAS,4947,3,4946.0,23.0,,,4952,1,4953.0,22.0,,,4949.5
158,-1,7900,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0
159,-1,7900,BANANAS,4946,1,4945.0,26.0,,,4952,27,,,,,4949.0
160,-1,8000,BANANAS,4945,27,,,,,4952,27,,,,,4948.5
161,-1,8000,PEARLS,9995,27,,,,,10005,27,,,,,10000.0
162,-1,8100,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
163,-1,8100,BANANAS,4945,23,,,,,4952,23,,,,,4948.5
164,-1,8200,PEARLS,9995,23,,,,,10005,23,,,,,10000.0
165,-1,8200,BANANAS,4948,4,4945.0,23.0,,,4952,23,,,,,4950.0
166,-1,8300,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
167,-1,8300,BANANAS,4945,30,,,,,4952,30,,,,,4948.5
168,-1,8400,BANANAS,4945,28,,,,,4951,28,,,,,4948.0
169,-1,8400,PEARLS,9995,28,,,,,10005,28,,,,,10000.0
170,-1,8500,PEARLS,9998,10,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
171,-1,8500,BANANAS,4945,10,4944.0,31.0,,,4951,31,,,,,4948.0
172,-1,8600,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
173,-1,8600,BANANAS,4944,22,,,,,4951,23,,,,,4947.5
174,-1,8700,PEARLS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5
175,-1,8700,BANANAS,4946,10,4945.0,27.0,,,4948,6,4952.0,27.0,,,4947.0
176,-1,8800,BANANAS,4945,25,,,,,4948,1,4952.0,25.0,,,4946.5
177,-1,8800,PEARLS,9995,25,,,,,9998,1,10005.0,25.0,,,9996.5
178,-1,8900,PEARLS,9998,9,9995.0,26.0,,,10005,26,,,,,10001.5
179,-1,8900,BANANAS,4946,9,4945.0,26.0,,,4952,26,,,,,4949.0
180,-1,9000,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
181,-1,9000,BANANAS,4945,31,,,,,4952,31,,,,,4948.5
182,-1,9100,PEARLS,9998,3,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0
183,-1,9100,BANANAS,4947,3,4946.0,29.0,,,4952,2,4953.0,27.0,,,4949.5
184,-1,9200,BANANAS,4951,1,4946.0,10.0,4945.0,27.0,4952,27,,,,,4951.5
185,-1,9200,PEARLS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5
186,-1,9300,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
187,-1,9300,BANANAS,4946,1,4945.0,20.0,,,4952,21,,,,,4949.0
188,-1,9400,PEARLS,9998,2,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0
189,-1,9400,BANANAS,4947,2,4946.0,23.0,,,4952,23,,,,,4949.5
190,-1,9500,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
191,-1,9500,BANANAS,4946,1,4945.0,30.0,,,4952,31,,,,,4949.0
192,-1,9600,BANANAS,4945,31,,,,,4952,31,,,,,4948.5
193,-1,9600,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
194,-1,9700,PEARLS,9995,22,,,,,10002,1,10005.0,22.0,,,9998.5
195,-1,9700,BANANAS,4945,22,,,,,4950,1,4952.0,22.0,,,4947.5
196,-1,9800,PEARLS,9995,26,,,,,10005,26,,,,,10000.0
197,-1,9800,BANANAS,4945,26,,,,,4952,26,,,,,4948.5
198,-1,9900,BANANAS,4945,25,,,,,4952,25,,,,,4948.5
199,-1,9900,PEARLS,9995,25,,,,,10005,25,,,,,10000.0
200,-1,10000,BANANAS,4945,28,,,,,4952,28,,,,,4948.5
201,-1,10000,PEARLS,9995,28,,,,,10005,28,,,,,10000.0
202,-1,10100,BANANAS,4946,1,4945.0,24.0,,,4950,3,4952.0,25.0,,,4948.0
203,-1,10100,PEARLS,9996,1,9995.0,24.0,,,10002,3,10004.0,1.0,10005.0,24.0,9999.0
204,-1,10200,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
205,-1,10200,BANANAS,4946,28,,,,,4952,2,4953.0,26.0,,,4949.0
206,-1,10300,PEARLS,9998,4,9995.0,27.0,,,10005,27,,,,,10001.5
207,-1,10300,BANANAS,4946,5,4945.0,27.0,,,4948,1,4952.0,27.0,,,4947.0
208,-1,10400,BANANAS,4946,29,,,,,4953,29,,,,,4949.5
209,-1,10400,PEARLS,10002,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0
210,-1,10500,PEARLS,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
211,-1,10500,BANANAS,4946,4,4945.0,31.0,,,4952,31,,,,,4949.0
212,-1,10600,PEARLS,9996,2,9995.0,29.0,,,10000,4,10004.0,2.0,10005.0,29.0,9998.0
213,-1,10600,BANANAS,4945,31,,,,,4952,31,,,,,4948.5
214,-1,10700,PEARLS,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5
215,-1,10700,BANANAS,4946,8,4945.0,28.0,,,4952,28,,,,,4949.0
216,-1,10800,BANANAS,4947,5,4946.0,24.0,,,4953,24,,,,,4950.0
217,-1,10800,PEARLS,9998,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
218,-1,10900,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
219,-1,10900,BANANAS,4947,1,4946.0,27.0,,,4953,28,,,,,4950.0
220,-1,11000,PEARLS,9995,24,,,,,10002,7,10005.0,24.0,,,9998.5
221,-1,11000,BANANAS,4946,24,,,,,4951,7,4953.0,24.0,,,4948.5
222,-1,11100,PEARLS,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5
223,-1,11100,BANANAS,4947,3,4946.0,21.0,,,4953,21,,,,,4950.0
224,-1,11200,BANANAS,4946,23,,,,,4951,7,4952.0,2.0,4953.0,21.0,4948.5
225,-1,11200,PEARLS,9996,2,9995.0,21.0,,,10002,7,10004.0,2.0,10005.0,21.0,9999.0
226,-1,11300,BANANAS,4948,4,4945.0,22.0,,,4952,22,,,,,4950.0
227,-1,11300,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
228,-1,11400,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
229,-1,11400,BANANAS,4945,26,,,,,4951,1,4952.0,25.0,,,4948.0
230,-1,11500,BANANAS,4945,1,4944.0,25.0,,,4949,9,4951.0,26.0,,,4947.0
231,-1,11500,PEARLS,9996,1,9995.0,25.0,,,10002,7,10004.0,1.0,10005.0,25.0,9999.0
232,-1,11600,BANANAS,4944,29,,,,,4949,2,4951.0,29.0,,,4946.5
233,-1,11600,PEARLS,9996,2,9995.0,27.0,,,10002,2,10004.0,2.0,10005.0,27.0,9999.0
234,-1,11700,BANANAS,4944,23,,,,,4951,23,,,,,4947.5
235,-1,11700,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
236,-1,11800,PEARLS,9998,10,9995.0,29.0,,,10000,5,10005.0,29.0,,,9999.0
237,-1,11800,BANANAS,4950,1,4945.0,10.0,4944.0,29.0,4951,29,,,,,4950.5
238,-1,11900,BANANAS,4944,32,,,,,4950,2,4951.0,30.0,,,4947.0
239,-1,11900,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
240,-1,12000,BANANAS,4943,20,,,,,4950,20,,,,,4946.5
241,-1,12000,PEARLS,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5
242,-1,12100,BANANAS,4943,27,,,,,4949,2,4950.0,25.0,,,4946.0
243,-1,12100,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
244,-1,12200,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
245,-1,12200,BANANAS,4943,30,,,,,4950,30,,,,,4946.5
246,-1,12300,BANANAS,4944,6,4943.0,29.0,,,4950,29,,,,,4947.0
247,-1,12300,PEARLS,9998,6,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0
248,-1,12400,BANANAS,4943,26,,,,,4950,26,,,,,4946.5
249,-1,12400,PEARLS,9995,26,,,,,10005,26,,,,,10000.0
250,-1,12500,BANANAS,4943,19,,,,,4950,20,,,,,4946.5
251,-1,12500,PEARLS,9995,20,,,,,10005,20,,,,,10000.0
252,-1,12600,PEARLS,9995,22,,,,,10005,22,,,,,10000.0
253,-1,12600,BANANAS,4943,22,,,,,4949,22,,,,,4946.0
254,-1,12700,BANANAS,4943,22,,,,,4950,22,,,,,4946.5
255,-1,12700,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
256,-1,12800,BANANAS,4943,22,,,,,4950,22,,,,,4946.5
257,-1,12800,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
258,-1,12900,BANANAS,4944,29,,,,,4948,3,4950.0,29.0,,,4946.0
259,-1,12900,PEARLS,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0
260,-1,13000,PEARLS,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5
261,-1,13000,BANANAS,4949,1,4943.0,20.0,,,4950,20,,,,,4949.5
262,-1,13100,BANANAS,4944,26,,,,,4950,1,4951.0,25.0,,,4947.0
263,-1,13100,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
264,-1,13200,BANANAS,4944,4,4943.0,22.0,,,4950,22,,,,,4947.0
265,-1,13200,PEARLS,9998,2,9995.0,22.0,,,10005,22,,,,,10001.5
266,-1,13300,BANANAS,4944,24,,,,,4951,24,,,,,4947.5
267,-1,13300,PEARLS,9995,24,,,,,10005,24,,,,,10000.0
268,-1,13400,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
269,-1,13400,BANANAS,4944,32,,,,,4950,2,4951.0,30.0,,,4947.0
270,-1,13500,BANANAS,4944,30,,,,,4951,30,,,,,4947.5
271,-1,13500,PEARLS,9995,30,,,,,10005,30,,,,,10000.0
272,-1,13600,BANANAS,4944,24,,,,,4949,10,4951.0,25.0,,,4946.5
273,-1,13600,PEARLS,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5
274,-1,13700,BANANAS,4944,21,,,,,4951,21,,,,,4947.5
275,-1,13700,PEARLS,9996,1,9995.0,20.0,,,9998,4,10004.0,1.0,10005.0,20.0,9997.0
276,-1,13800,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
277,-1,13800,BANANAS,4943,22,,,,,4950,22,,,,,4946.5
278,-1,13900,BANANAS,4943,2,4942.0,20.0,,,4949,22,,,,,4946.0
279,-1,13900,PEARLS,9996,2,9995.0,20.0,,,10000,6,10004.0,2.0,10005.0,20.0,9998.0
280,-1,14000,BANANAS,4947,2,4943.0,7.0,4942.0,27.0,4949,29,,,,,4948.0
281,-1,14000,PEARLS,9998,5,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0
282,-1,14100,BANANAS,4942,25,,,,,4949,25,,,,,4945.5
283,-1,14100,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
284,-1,14200,BANANAS,4942,20,,,,,4949,21,,,,,4945.5
285,-1,14200,PEARLS,9995,21,,,,,10005,21,,,,,10000.0
286,-1,14300,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
287,-1,14300,BANANAS,4943,29,,,,,4949,2,4950.0,27.0,,,4946.0
288,-1,14400,BANANAS,4942,30,,,,,4949,30,,,,,4945.5
289,-1,14400,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
290,-1,14500,BANANAS,4943,24,,,,,4948,1,4950.0,24.0,,,4945.5
291,-1,14500,PEARLS,9995,24,,,,,10002,1,10005.0,24.0,,,9998.5
292,-1,14600,PEARLS,9996,2,9995.0,26.0,,,10000,2,10004.0,2.0,10005.0,26.0,9998.0
293,-1,14600,BANANAS,4943,2,4942.0,26.0,,,4949,28,,,,,4946.0
294,-1,14700,PEARLS,9995,30,,,,,10002,7,10005.0,30.0,,,9998.5
295,-1,14700,BANANAS,4942,30,,,,,4947,7,4949.0,30.0,,,4944.5
296,-1,14800,PEARLS,9995,28,,,,,10002,6,10005.0,28.0,,,9998.5
297,-1,14800,BANANAS,4942,28,,,,,4947,6,4949.0,28.0,,,4944.5
298,-1,14900,BANANAS,4942,26,,,,,4949,26,,,,,4945.5
299,-1,14900,PEARLS,10000,4,9995.0,26.0,,,10005,26,,,,,10002.5
300,-1,15000,PEARLS,9998,1,9995.0,25.0,,,10005,25,,,,,10001.5
301,-1,15000,BANANAS,4943,1,4942.0,25.0,,,4949,25,,,,,4946.0
302,-1,15100,PEARLS,9995,22,,,,,10005,22,,,,,10000.0
303,-1,15100,BANANAS,4942,22,,,,,4949,22,,,,,4945.5
